,GSM1377859,GSM1377860,GSM1377861,GSM1377862,GSM1377863,GSM1377864,GSM1377865,GSM1377866,GSM1377867,GSM1377868,GSM1377869,GSM1377870,GSM1377871,GSM1377872,GSM1377873,GSM1377874,GSM1377875,GSM1377876,GSM1377877,GSM1377878,GSM1377879,GSM1377880,GSM1377881,GSM1377882,GSM1377883,GSM1377884,GSM1377885,GSM1377886,GSM1377887,GSM1377888,GSM1377889,GSM1377890,GSM1377891,GSM1377892,GSM1377893,GSM1377894,GSM1377895,GSM1377896,GSM1377897,GSM1377898,GSM1377899,GSM1377900,GSM1377901,GSM1377902,GSM1377903,GSM1377904,GSM1377905,GSM1377906,GSM1377907
ENSMUSG00000094621,459.334,816.6610000000001,530.909,648.1419999999999,0.0,298.922,0.0,998.622,441.67800000000005,0.0,0.0,519.873,178.803,0.0,320.743,386.275,94.0307,665.4760000000001,466.457,848.19,1046.45,473.406,1083.53,767.5189999999999,337.091,399.694,72.7026,276.942,0.0,0.0,130.309,0.0,313.125,145.33100000000002,319.895,152.125,0.0,875.808,165.297,145.76,0.0,642.764,0.0,815.898,120.589,151.64,223.65200000000002,0.0,137.895
ENSMUSG00000093006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0270205,0.0,0.0,0.0,1852.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.84,0.0,0.0,0.0,1.82e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0758,0.0,0.0,0.0912417,0.0,0.0,0.0
ENSMUSG00000077614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.602,0.0,0.0,0.0,0.0,0.0,0.0,110.723,392.27099999999996,0.0,0.0,0.0,91.76299999999999,0.0,145.92600000000002,0.0,0.0,428.855,0.0,0.0,0.0,0.0,0.0,0.0,476.781,0.0,162.58100000000002,415.17400000000004,0.0,716.204,161.705,1699.74,998.828,0.0,0.0,135.372,0.0,385.63,729.153,307.14099999999996
ENSMUSG00000095361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.426,0.0,0.0,0.0,0.0,549.372,1350.56,505.69800000000004,0.0,513.979,0.0,318.30400000000003,0.0,0.0,0.0,508.87300000000005,0.0,0.0,0.0,687.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1186.98
ENSMUSG00000064719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.293,0.0,0.0,0.0,0.0,0.0,0.0,1457.65,557.763,0.0,0.0,1007.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.883,0.0,0.0,0.0,654.465,0.0,0.0,0.0,0.0,0.0,0.0,621.443,0.0,0.0,0.0
ENSMUSG00000089542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.268,341.94199999999995,153.856,30.7732,155.387,609.2080000000001,617.155,241.858,242.283,345.85900000000004,0.0,0.0,0.0,38.7521,45.7969,0.0,0.0,0.0,0.0,66.318,885.623,592.1990000000001,723.3739999999999,524.548,646.7719999999999,308.64,274.161,614.612,443.048,312.582,1155.06,226.767,634.724,521.6619999999999,614.976,39.7267,1055.09,543.778,347.875,472.65
ENSMUSG00000081344,113.165,185.063,178.945,134.15,74.2352,68.1525,112.859,83.4966,122.277,469.58,437.408,322.522,408.79699999999997,528.764,525.014,454.25300000000004,298.996,481.12800000000004,464.26199999999994,359.64099999999996,473.564,359.68699999999995,382.755,623.456,520.828,688.1510000000001,238.048,342.584,683.003,804.55,690.3760000000001,695.1339999999999,781.5369999999999,762.79,803.102,822.452,579.7230000000001,942.687,983.748,838.66,720.947,1009.6,1043.55,1113.32,732.433,1152.76,888.716,1057.65,821.567
ENSMUSG00000088252,0.0,0.0,0.0,961.828,0.0,0.0,0.0,0.0,0.0,0.0,556.956,0.0,0.0,0.0,1305.66,0.0,0.0,0.0,0.0,0.0,0.0,447.066,0.0,0.0,683.1160000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.1010000000001,0.0
ENSMUSG00000026799,874.867,837.529,613.931,828.2439999999999,997.6160000000001,1110.6,138.425,938.6310000000001,1574.54,247.313,231.685,163.997,124.779,241.416,207.30200000000002,261.63,242.507,286.843,249.02,346.35900000000004,423.67,271.555,369.55300000000005,288.126,299.82099999999997,227.919,238.97400000000002,255.16099999999997,292.93,192.34400000000002,117.831,121.65,157.743,146.75,171.532,217.56400000000002,204.861,188.47299999999998,159.609,153.899,192.852,187.833,172.988,175.345,191.713,245.327,214.83700000000002,203.261,200.03900000000002
ENSMUSG00000096280,0.0,0.0,0.0,0.0,0.0,0.0,1047.83,0.0,0.0,0.0,0.0,131.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.07800000000003,706.827,277.322,751.3480000000001,892.783,0.0,213.83599999999998,0.0,0.0,0.0,234.595,0.0,0.0,1381.6,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000083300,0.0,0.0,0.0,18.0298,0.0,0.0,0.0,0.0,0.0,685.2389999999999,259.782,324.545,329.765,211.378,96.5226,170.50799999999998,264.65,492.389,533.066,176.50599999999997,0.0,288.77099999999996,81.0189,163.86599999999999,0.0,42.3093,24.3769,253.17700000000002,0.0,627.274,0.0,127.46700000000001,346.14300000000003,430.733,584.7919999999999,354.816,243.722,486.06699999999995,597.071,0.0,563.589,745.577,1269.19,817.933,684.916,826.323,468.034,873.541,138.536
ENSMUSG00000065147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.188,0.0,0.0,234.78400000000002,361.022,0.0,610.342,319.774,118.60600000000001,645.933,480.56199999999995,217.88,464.209,71.1908,672.3580000000001,0.0,157.056,749.7280000000001,0.0,0.0,327.17400000000004,326.68,214.408,226.463,325.447,0.0,166.005,282.245,86.7816,220.34099999999998,917.955,1450.92,520.237,329.157,386.255,93.3155,801.788,0.0,0.0,0.0,477.594,0.0
ENSMUSG00000089197,572.59,313.78,628.085,226.68200000000002,275.218,839.1030000000001,0.0,303.54900000000004,626.856,174.732,0.0,0.0,0.0,0.0,106.304,649.55,303.694,0.0,341.06,0.0,0.0,157.841,740.4830000000001,103.45100000000001,0.0,111.22,0.0,668.005,138.535,86.8063,0.0,239.141,98.0414,0.0,281.53700000000003,0.0,0.0,1242.72,0.0,0.0,194.267,0.0,0.0,349.18800000000005,0.0,3.7700000000000005e-07,881.602,181.563,23.27
ENSMUSG00000064938,0.0,0.0,42.8593,78.3881,208.937,0.0,0.0,101.939,0.0,228.738,147.988,37.7339,223.81099999999998,1032.07,0.0,344.156,0.0,291.20799999999997,63.1797,538.242,760.688,631.247,0.0,0.0,277.879,1205.86,596.313,353.673,566.864,175.52,308.238,0.0,296.301,0.0,709.052,211.028,179.451,0.0,0.0,0.0,0.0,0.0,77.3748,0.0,297.16900000000004,0.0,172.472,645.378,65.8043
ENSMUSG00000088990,70.5274,24.7331,252.33900000000003,141.721,126.711,133.273,0.0,182.924,134.85,0.0,134.377,68.9811,0.0,296.774,111.665,463.845,355.06300000000005,191.71099999999998,54.523,28.8994,104.975,60.9684,65.1573,0.0,269.095,40.3019,45.5017,108.72200000000001,80.7059,215.59900000000002,268.66200000000003,334.72,654.707,310.63599999999997,326.663,735.072,374.32,665.816,692.1,545.5840000000001,556.494,527.646,0.0,0.0,0.0,1285.3,34.3452,932.564,655.303
ENSMUSG00000077577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.288,544.994,0.0,0.0,861.01,0.0,0.0,0.0,0.0,0.0,0.0,565.014,0.0,0.0,0.0,0.0,526.9780000000001,716.2689999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.993,0.0,0.0
ENSMUSG00000088856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.018,153.27100000000002,26.0646,659.8989999999999,276.776,0.0,309.768,529.7090000000001,0.0,0.0,239.042,0.0,0.0,0.0,0.0,0.0,371.76,557.9259999999999,257.126,313.84,518.168,79.7409,571.35,0.0,91.3437,509.18800000000005,324.475,449.07599999999996,756.8710000000001,849.77,600.276,644.164,412.89099999999996,0.0,140.974,1070.46,471.647,117.728,273.296
ENSMUSG00000038925,570.6990000000001,580.507,349.539,546.175,720.875,964.415,214.821,691.0939999999999,1343.93,179.713,183.372,116.98299999999999,132.577,148.429,126.964,211.722,220.868,169.77200000000002,109.67299999999999,331.93,309.018,183.403,240.524,336.685,235.049,336.73900000000003,126.802,135.08,333.917,22.479,42.2445,30.0423,0.76775,23.2712,0.6645989999999999,0.0,15.1514,67.253,42.6388,41.2981,12.0203,1.5315,0.565268,16.1924,0.0,0.0,0.154745,19.1137,0.0
ENSMUSG00000064981,95.2979,82.3972,0.0,94.281,121.876,0.0,0.0,117.992,0.0,518.679,484.06,0.111502,96.4145,0.000572837,211.02900000000002,76.6808,185.222,343.82800000000003,150.254,16.3929,0.0,117.35600000000001,168.825,1444.8,208.687,0.149499,0.0,0.0,98.2774,5.12e-15,0.00161078,269.88,0.0,1.55059,153.49,753.186,0.0,719.682,278.09,291.611,0.0182872,279.969,278.77099999999996,70.8076,216.46,194.44400000000002,121.594,853.3689999999999,300.66
ENSMUSG00000057534,749.556,765.3389999999999,453.12,698.89,906.8810000000001,1138.04,187.44099999999997,736.204,1489.73,210.94099999999997,197.03,201.407,198.983,258.54,167.213,240.18099999999998,192.592,143.908,152.333,300.562,347.47,270.881,306.142,312.556,339.95099999999996,428.884,224.34900000000002,223.77200000000002,422.76599999999996,66.3199,139.594,212.778,171.158,176.65599999999998,175.792,222.53799999999998,141.477,314.507,294.959,308.425,258.744,234.122,266.514,237.02900000000002,181.106,433.341,272.845,399.42,269.41900000000004
ENSMUSG00000032191,564.002,550.484,332.371,540.544,703.413,916.1560000000001,210.521,690.503,1345.04,143.179,139.421,92.4713,83.3852,68.2179,85.2951,196.908,198.64,106.37200000000001,117.995,361.577,272.24,143.489,161.437,209.012,135.629,147.781,80.1303,159.969,142.316,12.4192,0.21121900000000002,10.6051,0.491014,16.9067,6.28165,6.27286,0.20534000000000002,18.5543,6.72394,62.54,45.7567,6.73377,0.0,0.0,0.0,0.0,14.0922,9.87438,15.187999999999999
ENSMUSG00000064563,0.0,0.0,35.7673,62.8587,168.218,0.0,1122.28,0.0,0.0,0.0,122.492,0.0,0.0,139.963,0.0,288.996,0.0,0.0,244.113,226.192,50.4674,262.289,690.0010000000001,326.841,0.0,571.693,30.9964,0.0,0.0,66.0974,94.2736,0.0,110.704,310.702,353.72900000000004,331.227,233.018,263.314,125.056,1117.56,486.843,766.705,371.185,0.0,0.0,180.74,184.873,522.798,359.50699999999995
ENSMUSG00000093146,0.0,0.0,61.2451,0.0,151.984,0.0,0.0,142.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.9810000000001,207.78,0.0,1486.93,301.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.92
ENSMUSG00000082423,0.0,0.0,0.0,0.0,63.5809,0.0,467.76300000000003,0.0,0.0,136.972,213.32299999999998,70.999,186.82299999999998,353.091,129.59799999999998,122.971,31.0033,245.514,341.306,56.1871,99.0835,90.0293,212.657,355.848,216.41299999999998,296.486,84.5731,150.111,200.928,390.05,314.566,421.798,327.421,342.043,344.63699999999994,537.5930000000001,380.79900000000004,736.209,559.056,563.505,536.328,779.216,973.312,624.555,447.11800000000005,829.005,536.04,1070.86,605.4019999999999
ENSMUSG00000041359,611.206,566.262,388.591,577.732,738.2139999999999,920.91,214.71400000000003,721.8489999999999,1218.23,231.71900000000002,194.138,122.555,160.369,122.20200000000001,146.1,236.25099999999998,247.71900000000002,147.494,180.75400000000002,326.625,367.844,198.002,233.752,229.088,256.865,279.51099999999997,127.208,148.839,281.098,10.5631,0.889289,16.2577,3.19354,15.1552,8.255139999999999,5.05281,0.0,7.2758,40.138000000000005,0.0,2.81909,0.15249300000000002,19.0969,0.0,18.957,18.0308,0.363383,29.2307,0.0
ENSMUSG00000064672,0.0,91.2844,48.0224,0.0,0.0,0.0,137.75,0.0,0.0,1174.53,458.611,219.422,50.9911,786.4889999999999,362.93699999999995,289.78700000000003,0.0,465.589,347.89300000000003,110.096,752.581,88.7964,0.0,513.245,62.9952,0.0,252.787,247.85299999999998,0.0,0.0,0.0,0.0,0.0,372.23199999999997,0.0,77.4111,0.0,377.44599999999997,803.323,0.0,378.30800000000005,0.0,0.0,0.0,0.0,0.0,0.0,145.22899999999998,0.0
ENSMUSG00000086474,625.237,735.198,632.35,685.115,855.312,789.8,1.46258,421.539,893.5419999999999,7.741219999999999,35.4824,0.0,19.3727,3.4197900000000003,0.0,103.574,201.921,0.0,48.5429,125.635,314.553,264.883,160.067,0.0,1.3327200000000001,0.0,43.2957,0.0,0.544371,0.0,0.0,0.0,0.0,160.595,0.0,0.0,0.0,0.47710600000000003,0.0,0.0,33.5067,35.1059,0.9162969999999999,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000030726,794.492,695.15,679.7760000000001,654.181,701.8910000000001,1259.6,526.234,924.294,943.7310000000001,199.456,108.303,121.34700000000001,237.419,322.827,380.806,70.0678,217.263,170.49900000000002,358.319,77.235,161.761,193.75400000000002,218.62599999999998,213.657,460.209,7.3414399999999995,298.688,612.904,512.7769999999999,746.202,490.153,582.72,570.461,577.399,719.185,465.108,445.30699999999996,590.9540000000001,232.487,842.488,316.594,364.87300000000005,297.567,469.59,272.187,486.67400000000004,350.566,260.39,526.114
ENSMUSG00000059058,130.033,126.16799999999999,167.017,168.355,181.97400000000002,144.27700000000002,167.826,144.131,92.8139,245.292,347.62300000000005,223.81900000000002,375.38199999999995,588.408,264.16700000000003,196.942,247.30700000000002,410.61699999999996,374.00199999999995,200.06599999999997,374.42800000000005,204.761,269.492,426.223,335.17400000000004,509.824,213.514,416.25,425.41,592.929,481.591,501.79400000000004,612.125,687.423,629.187,752.3639999999999,741.758,867.4760000000001,717.0319999999999,618.255,606.354,789.322,1015.4,837.6389999999999,508.69300000000004,916.904,600.979,1113.83,696.52
ENSMUSG00000064405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.389,0.0,0.0,23.4462,0.0,2.67e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.398,0.0,9.660060000000001,0.0,159.889,1163.7,0.0,1.8599999999999998e-10,426.667,0.0,0.0,0.0,322.486,0.0,0.0,74.3673,501.53,0.0,384.154,1056.18,536.112,528.4730000000001
ENSMUSG00000077564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.799,0.0,0.0,88.2965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.396,153.86700000000002,0.0,0.0,475.80699999999996,0.0,0.0,129.851,0.0,0.0,457.13599999999997,796.336,1195.12,908.6260000000001,0.0,227.887,0.0,0.0,0.0,0.0,97.5903,570.596,0.0
ENSMUSG00000089177,0.0,0.0,0.0,0.0,0.0,0.0,212.174,0.0,0.0,138.31,278.85,0.0,165.35,654.263,407.834,0.0,186.737,106.29,0.0,0.0,101.262,70.7368,94.5143,111.583,98.0754,0.0,722.607,0.0,0.0,181.08700000000002,0.0,0.0,151.281,551.5740000000001,315.262,0.0,0.0,0.0,1446.93,0.0,382.32099999999997,121.404,298.258,0.0,0.0,0.0,0.0,244.946,0.0
ENSMUSG00000084830,114.01899999999999,124.367,229.393,59.3467,262.118,298.23400000000004,0.0,140.627,0.0,304.642,264.444,259.066,393.708,525.419,423.44,321.586,350.18800000000005,417.17900000000003,461.608,289.475,342.35699999999997,271.635,493.57800000000003,612.557,548.203,707.393,233.649,398.26,540.414,679.8439999999999,717.568,570.1519999999999,577.17,561.245,804.117,739.3989999999999,629.661,890.225,847.323,730.46,593.382,762.5089999999999,958.7189999999999,700.4110000000001,502.58099999999996,854.203,710.345,994.7639999999999,713.35
ENSMUSG00000084708,0.0,0.0,212.62400000000002,107.227,135.789,0.0,206.158,66.225,0.0,532.554,207.04,418.792,205.19400000000002,521.461,217.78099999999998,618.165,229.10299999999998,447.31,442.52099999999996,46.2351,93.7266,271.45799999999997,37.6974,46.1748,221.96,0.0,186.021,3.859999999999999e-120,5.769999999999999e-38,27.1812,173.31799999999998,3.4e-07,2.2799999999999994e-100,171.513,272.276,432.55400000000003,206.48,894.079,484.86199999999997,386.36300000000006,696.097,0.000182654,4.439999999999999e-49,2.91865,0.0,645.22,744.177,944.877,405.267
ENSMUSG00000088059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.341,0.0,32.8614,131.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.09,402.47900000000004,225.878,131.389,59.1582,208.88400000000001,315.426,501.50199999999995,0.0,419.537,481.134,81.2225,113.427,0.0,0.0,0.0,218.424,210.43099999999998,403.142,245.74400000000003,0.0,1053.47,0.0,91.126
ENSMUSG00000090101,16.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.122,512.227,400.603,520.159,624.951,609.268,636.69,578.134,777.878,639.367,112.164,223.03400000000002,62.9168,172.77,629.955,275.07099999999997,187.984,25.9849,125.235,164.204,316.914,302.953,316.274,276.847,354.339,432.11800000000005,446.727,302.68,630.408,461.471,718.382,477.62300000000005,366.501,348.152,435.744,85.1605,773.06,646.572,731.7510000000001,604.737
ENSMUSG00000080626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.1457,0.0,0.0,0.0,387.35,0.0,233.24400000000003,643.576,0.0,0.0,0.0,0.0,752.6339999999999,0.0,0.0,1307.93,0.0,399.04,0.0,0.0,0.0,0.0,606.0219999999999
ENSMUSG00000042279,505.273,466.43300000000005,327.003,458.07599999999996,660.784,842.2330000000001,186.537,644.596,1141.15,60.451,34.6044,0.0,7.8357,19.1688,38.47,37.3405,39.0451,24.1147,12.9454,34.7876,11.845,69.0144,109.617,75.55199999999999,94.318,11.860999999999999,52.6961,0.0,87.0515,0.0,7.5739600000000005,7.9671199999999995,0.0,26.0116,0.0,0.236731,0.0,0.0,0.0,0.0,0.25065,1.8884299999999998,0.0,0.492634,22.0571,0.0,0.0,32.6989,0.0
ENSMUSG00000065817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.688,63.8128,145.673,0.0,735.643,274.047,0.0,512.001,297.91900000000004,558.548,0.0,79.3081,103.81200000000001,1165.03,344.57599999999996,0.0,0.0,441.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.842,523.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000004642,586.05,715.052,397.415,686.987,860.323,958.34,155.40200000000002,790.193,1182.79,147.365,197.201,98.92399999999999,137.55200000000002,184.544,130.37,154.97,143.009,206.34099999999998,112.238,241.34400000000002,307.062,206.40599999999998,193.78400000000002,291.635,278.459,336.31800000000004,155.409,158.88,318.276,161.912,211.59799999999998,134.039,220.642,183.551,231.68099999999998,247.924,175.30700000000002,121.785,118.24700000000001,135.857,148.066,99.5938,114.90899999999999,145.656,103.059,150.414,162.07,90.9253,138.923
ENSMUSG00000020415,679.263,695.4739999999999,404.26099999999997,655.5930000000001,823.8910000000001,1076.8,366.651,842.9889999999999,1624.56,383.824,298.41,224.44,263.041,314.855,327.111,291.285,294.237,381.64,351.231,444.336,401.24199999999996,302.656,379.819,439.31199999999995,393.356,465.56199999999995,231.412,272.263,565.9169999999999,360.704,290.284,316.5,348.439,294.73400000000004,331.54,323.45599999999996,314.85900000000004,304.44,410.214,282.568,324.055,325.32,390.23400000000004,347.56699999999995,303.972,370.95099999999996,309.502,355.235,337.939
ENSMUSG00000088958,0.0,0.0,0.0,0.0,0.0,0.0,1011.19,0.0,0.0,0.0,0.0,0.0,170.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.435,0.0,675.5310000000001,0.0,104.60799999999999,147.333,0.0,0.0,0.0,364.764,0.0,72.4589,411.772,0.0,429.042,0.0,0.0,0.0,245.358,0.0,0.0,142.733,1052.73,323.973
ENSMUSG00000065336,0.0,0.0,0.0,0.0,0.0,0.0,81.6447,0.0,0.0,0.0,0.0,0.0,56.4203,283.928,0.0,0.0,0.0,354.86199999999997,72.2647,215.209,448.215,159.917,426.538,800.7330000000001,1119.9,0.0,97.8657,278.564,0.0,119.37200000000001,0.0,137.702,0.0,0.0,301.0,197.136,0.0,664.7819999999999,315.414,342.86699999999996,90.3123,252.55599999999998,200.317,391.84,196.85299999999998,0.0,0.0,482.60699999999997,0.0
ENSMUSG00000095676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.778,159.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.827,0.0,0.0,0.0,0.0,0.0,0.0,278.915,1480.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000092701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.2539999999999,776.497,0.0,0.0,1204.81,460.81,0.0,378.931
ENSMUSG00000065226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.61199999999997,0.0,0.0,122.053,216.921,410.79699999999997,254.796,196.045,512.646,280.695,401.88199999999995,172.335,535.716,99.7613,362.066,376.459,46.9413,504.82599999999996,466.80300000000005,335.64300000000003,0.0,70.3311,149.713,0.0,299.93,541.742,255.305,172.014,48.4322,334.00699999999995,639.031,1030.0,608.65,512.621,0.0,317.35400000000004,97.1302,0.0,0.0,212.283,534.515
ENSMUSG00000065862,89.5482,60.9199,60.2843,42.9211,236.233,0.0,416.88,6.95e-28,0.0,392.88599999999997,314.966,192.172,194.424,803.4910000000001,354.07199999999995,659.81,280.809,381.18199999999996,96.3794,321.798,121.726,115.875,0.0,242.859,261.887,170.717,46.1828,196.135,0.0,99.0746,179.49,128.834,321.747,220.985,357.13300000000004,556.679,8.3101,420.74800000000005,473.269,822.485,118.70200000000001,620.31,147.814,196.128,0.0,515.678,413.251,805.424,654.786
ENSMUSG00000030246,540.018,526.6619999999999,365.28,497.98800000000006,640.178,903.488,67.3785,610.251,1066.45,156.137,154.359,69.4084,185.581,123.852,112.95200000000001,110.335,92.54,156.861,154.501,198.10299999999998,186.09599999999998,126.671,185.829,194.68099999999998,183.317,232.543,112.881,167.332,235.87900000000002,55.5207,33.9385,37.6995,53.9013,55.5578,52.6419,50.8444,43.3828,45.6453,18.3145,37.6518,92.6836,56.894,7.372719999999999,13.035,36.4305,87.367,18.7719,37.3916,42.7577
ENSMUSG00000093107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.415,0.0,0.0,0.0,328.809,0.0,0.0,5.489999999999999e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.6239999999999,0.0,0.0,0.0,266.809,0.0,0.0,0.0,0.0,0.0,0.0,197.37099999999998,0.0,0.0,1.72e-07,642.597,0.0,802.378,929.8969999999999
ENSMUSG00000095178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.71299999999997,0.0,490.664,0.0,849.31,0.0,0.0,0.0,0.0,0.0,683.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.431,0.0,0.0,0.0,675.586,0.0,576.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000033060,562.145,561.4580000000001,411.306,578.863,530.057,663.321,181.34799999999998,689.296,852.2310000000001,45.2144,21.7343,81.0142,33.4783,10.9401,56.9764,73.2943,45.4566,6.46369,13.603,127.31700000000001,138.375,85.9539,130.379,147.585,0.491692,98.7327,84.8923,8.67018,13.9532,4.70416,14.0494,2.98624,16.0768,0.0,5.10792,40.8316,26.5946,13.5575,0.052096699999999996,0.27505300000000005,9.795010000000001,0.0,2.43604,5.29366,0.5148510000000001,4.9050400000000005,1.3287,18.1974,1.06219
ENSMUSG00000092730,0.0,0.0,305.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.2313,161.72,74.98100000000001,0.0,141.123,0.0,0.0,0.0,179.78799999999998,289.802,823.227,778.441,0.0,0.0,0.0,0.0,0.0,0.0,160.85399999999998,258.566,289.63599999999997,0.0,103.60799999999999,276.527,156.586,0.0,0.0,0.0,836.0369999999999,514.212,0.0,0.0,0.0,103.135,479.704,264.151,177.049
ENSMUSG00000001175,556.231,582.222,349.806,549.22,687.813,920.301,358.531,665.38,1320.97,305.176,252.417,156.188,109.28200000000001,208.226,184.584,239.34400000000002,262.628,260.905,233.588,462.836,380.426,230.97299999999998,313.57099999999997,322.60400000000004,331.69699999999995,343.56,207.972,245.576,386.094,261.784,209.55599999999998,253.74099999999999,302.315,133.343,168.90099999999998,183.795,184.62900000000002,215.46400000000003,255.12,245.77200000000002,199.28599999999997,250.37,231.22,212.114,206.764,144.868,162.077,110.06200000000001,189.976
ENSMUSG00000066463,510.14099999999996,542.3340000000001,317.062,499.54900000000004,672.837,821.675,265.46299999999997,647.8580000000001,1253.11,387.167,295.233,231.40099999999998,271.616,316.097,245.365,338.184,336.851,352.76199999999994,335.23,566.658,397.07599999999996,263.361,378.028,402.05400000000003,370.725,432.13199999999995,239.785,246.78099999999998,535.672,115.323,97.4339,121.76700000000001,101.684,121.83200000000001,106.12299999999999,140.637,124.353,190.386,244.665,185.611,191.33900000000003,145.315,174.928,140.861,141.371,186.1,152.781,126.148,137.267
ENSMUSG00000045291,457.401,474.22,261.138,456.591,592.471,735.525,188.947,574.44,1031.53,96.3817,115.58200000000001,57.6529,70.5332,31.6599,82.1605,102.32600000000001,67.7717,83.0156,97.11399999999999,152.156,113.26799999999999,98.6889,150.945,130.945,114.679,148.751,59.7036,86.9586,46.7985,13.5776,0.22195,14.1252,0.514782,8.58353,28.7642,17.2333,44.1459,0.0,0.0,0.0,24.5668,6.41442,0.0,0.723441,34.2036,0.539664,34.7333,2.1015599999999997,0.0
ENSMUSG00000077222,0.0,184.623,0.0,89.8564,118.426,0.0,767.52,343.417,0.0,493.478,0.0,256.48400000000004,0.0,262.02,182.895,616.783,282.067,401.906,352.42699999999996,0.0,138.535,46.196000000000005,63.785,0.0,130.653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.6260000000001,0.0,536.638,0.0,0.0,0.0,0.0,0.0,0.0
